rating,review
3.0,Xodimlar yangi mehmonlarga e'tibor qilmaydilar. Biz eshikka yaqin stolga o'tirdik va biz muzlab qoldik.
4.0,"Yaxshi joy. Samimiy xodimlar. Yaxshi ovqat, o'rtacha narxda."
5.0,Ajoyib joy. Mazali pivo va ajoyib kolbasa
3.0,"Bu yerda oddiy taom yeyish yaxshi. Joylashuv qulay, chunki u opera teatrining  ro'parasida joylashgan. Taom sifati meni hayratda qoldirmadi, lekin sho'rva menga juda yoqdi (go'yoki o'zbekcha go'sht\sabzavotli sho'rva. Singapurda mashhur bo'lgan ""kambing"" sho'rvasi). Boshqa taomlar o'rtacha edi. Buyurtma berishda biroz qiyinchilikka duch keldim, chunki ular ingliz tilida menyu taqdim etmaydi. Faqat rasmlarga tayanish va eng yaxshisiga umid qilish kerak edi. Ehtimol, bu kafe bir piyola choy ichish uchun ajoyib joy  sifatida ko'proq mos keladi."
3.0,"Do'stlar guruhi bilan ushbu kafega tashrif buyurish juda yaxshi bo'ladi. Kafe  shinam, lekin yozgi qismi kiraverishda joylashgan, piyodalar yo'lakchasi bo'ylab ikki qator po'lat to'sqilar o'rnatilgan. Mening ta'mim uchun taom o'ziga xosligi bilan farq qilmadi, unutilmas ta'mga ega emas."
2.0,Bepul sovg'alar. Alkogolli joy unchalik yaxshi emas
5.0,"Bu juda mazali va porsiyalari katta, ular oxirgi mijozgacha ishlaydi, xizmat yuqori darajada. Shunday davom eting."
1.0,Xizmat juda yomon.
5.0,Ko'chada isitish bilan jihozlangan maxsus joylari  bor!
4.0,Yaxshi kapuchino va muzqaymoq va chiroyli ofitsiantka: p
4.0,"Ovqat mazali va juda arzon, yaxshi sokin joy, xodimlarning ingliz tilini bilishi cheklangan"
4.0,"Ajoyib joy -  tinch muhit, mazali taom, bolalar bilan tashrif buyurish uchun  yaxshi joy, ajoyib kalyan va boshqalar. Demak, bularning barchasi ""FLORYA"" kafesida. Do'stlar barchaga bu kafega tashrif buyurishni maslahat beraman, ayniqsa Toshkentga birinchi marta kelganlarga."
5.0,Teatrdagi spektaklni tomosha qilgandan keyin bir chashka qahva ichish uchun ajoyib joy
4.0,Chiroyli ichki interyer va tashqi o'tirish joylari bor kafe. Choy ichish va shirinlik yeb shaharni tomosha qilish uchun yaxshi joy
3.0,shunchaki... oddiy kafe
4.0,"O'tirib, Toshkent va odamlardan zavqlanish uchun juda yaxshi joy. Siz tashqarida joylashgan stoliga o'tirib, ushbu do'stona shaharning barcha diqqatga sazovor joylari va tovushlarini qabul qilasiz. Bu menga juda yoqdi. Ovqat juda yoqimli edi. Ofitsiantlar juda samimiy va yordam berishga tayyor. Agar kamchiliklar bo'lmaganida, besh yulduz bo'lishi oson bo'lardi. Cheesecake eski, quruq va ta'mi xuddi qutidan chiqqandek edi. Va menyudagi eng qimmat narsalardan biri? Haqiqatan ham restoranning qolgan qismi taklif qiladigan narsalarga teng emas. Buning uchun bitta yulduz ketdi."
4.0,Yaxshi ovqat bilan do'stona kafe xodimlari
4.0,Yaxshi joy. Yaxshi xodimlar. Yaxshi narx va ta'm!
5.0,Ajoyib oshxona
5.0,Yaxshi joy
3.0,"Mazali pizza, lekin yozda chivinlar uchib ketadi, bu haqiqatan ham ishtahani bug'adi! :( Shu sababli yozda issiq havoda tashqarida o'tirishga majbur bo'ldim."
5.0,"Ajoyib pizzalar. Xodimlarning Ingliz tilini bilish bo'yicha qiyinchiliklar bor, lekin juda samimiy va foydali."
4.0,"Yaxshi ovqat, ozgina qimmat, tushlik paytida odam ko'p bo'ladi !"
5.0,Ovqat mazali va qulay
5.0,"Afg'on pulaosiga buyurtma berish uchun ingliz tilida gapiradiganlar tilni yaxshi bilmas edi, lekin go'sht biroz sho'r, Afg'oniston noni juda yaxshi edi "
5.0,Bu joy ajoyib edi. Ovqat mazali edi. Bu yaxshi edi. Joy yaxshi edi.
2.0,qimmat taomlar va past sifatli  oziq-ovqatlar
4.0,chiroyli va tartibli
1.0,"Taomlari yaxshi edi, xususan, shimoliy Afg'oniston o'zbeklari tomonidan tayyorlangan Afg'onistonning  oshi. Lekin u yerdagi ba'zi xodimlarning qo'pol nigohlari va anyiqsa bizdan buyurtma olgan ofitsiont. Juda qo'pol muomilada bo'ldi. Bu juda qo'pol va noprofessional tuyuldi. Agar siz o'z xodimlaringiz mehmonlarga hurmatliroq munosabatda bo'lishni va suhbatlashishni o'rgatsangiz, restoraningizga 5 yulduz bergan bo'lardim, omad tilaymiz!"
5.0,"Juda mazali, bunday muassasada o'tirish yoqimli"
5.0,Eng yaxshi afg'on taomlari
1.0,Xizmat nol
2.0,Juda qimmat
1.0,Axlat
1.0,Xodimlarining  xulq-atvori yomon
5.0,O'yin-kulgi va ovqatlanish uchun yaxshi joy
5.0,"👍👍 Ovqatlanishingiz, dam olishingiz va raqs tomoshasini tomosha qilishingiz mumkin bo'lgan joy"
5.0,Juda yaxshi xizmat va zor taomlar
5.0,Xodimlar ajoyib. Men ovqatdan boshlamoqchi emasman! Ajoyib!
3.0,Sust  xizmat
5.0,Toza joy va ajoyib taom !Afg'on muzqaymoqlari ham bor.
5.0,Yaxshi kechki ovqatlar
4.0,Afg'on oshi mazali
5.0,Mazali taom va muloyim xodimlar.
4.0,Oziq-ovqatlarda juda sho'r
4.0,"yaxshi joy, yaxshi xizmat, mazali taom"
3.0,"Biz dam olish kunlarini bordik - afg'on oshxonasidan biz faqat non va markali salat taklif qila olishdi. Afg'on oshi faqat ish kunlarida tushlikgacha bo'lar ekan. Ovqatlarning katta qismi yevropa taomlaridir. Shuning uchun, hech narsasiz ketdik. Xizmatga 5 baho, ofitsiant juda samimiy edi. 👍🏻 Narxlar o'rtacha. Umuman olganda, muassasa yorug‘ va ozoda: chekmaydiganlar uchun ham, chekishni yaxshi ko‘radiganlar uchun ham zal mavjud. O'ylaymanki, keyingi safar bizga omad kulib boqadi va oshni tatib ko'ramiz."
5.0,Tushlik 20-30 ming so‘m atrofida bo‘ladi.
5.0,Yaxshi..
5.0,"Menga juda yoqdi, maslahat beraman."
5.0,"Bu yaxshi joy, yaxshi xizmat."
5.0,Yaxshi joy
5.0,Juda zo'r joy
5.0,Shinam afg'on rezorani
5.0,Hammasi yaxshi edi.
5.0,Yaxshi joy
5.0,"Ajoyib bino, sovet restorani arxitekturasining ajoyib namunasi."
5.0,"Ichki makon nafis, mazali va xizmat ajoyib"
1.0,Yuqori narxlar ovqat ta'miga mos kelmadi
1.0,"Haddan tashqari yuqori narx, menyuning yarmi mavjud emas, men bu joyni tavsiya qilmayman. Faqat ofitsiantlar juda xushmuomala va yaxshi."
5.0,👍👍 oila bilan sayr qilish uchun chiroyli park
5.0,Toshkentdagi eng yaxshi mahalliy restoran
5.0,"Daraxtlar bilan bezatilgan go'zal toza park, hatto kunning o'rtasida ham, siz daraxtlar soyasida yurishingiz mumkin, siz kaptarlarni boqishingiz va bolalarning zavqlanishini ko'rishingiz mumkin."
4.0,"Men uning taomini tatib ko'rmaganman, lekin atrofdagi manzara juda yoqimli!"
5.0,"Oxirgi marta kelganimda hamma  narsa bir xil, odamlar kam edi. Ammo bu joydagi ko'p daraxtlar, havoning ajoyib bo'lishi va ko'plab kitoblar borligi  meni o'ziga tortdi. Soyada o'tirish uchun joy bor. Endi hamma narsa tanib bo'lmas darajada o'zgardi. Odamlar ko'p, muzqaymoq sotish joylari, sayr qilish velosiped ijarasi mavjud. Maslahat beraman)."
5.0,"Juda chiroyli park! Shuningdek, ko‘k gumbazli bino, bolalar va o‘smirlar uchun ko‘ngilochar maskanlar ham bor. Bir nechta kafelar mavjud. Estalik sovg'alari uchun kitoblarharid qilish mumkin. Soyali daraxtlar. Dam olish uchun  yoqimli joy!"
4.0,"Atrof-muhit yaxshi, ammo taomlar o'rtacha."
3.0,Bizga non olib kelguncha hammasi yaxshi edi
4.0,Yaxshi muhit va yaxshi ovqat
5.0,"Ajoyib interyer, oshxona, atmosfera va xizmat"
4.0,"Mazali, lekin juda qimmat joy."
5.0,"Ajoyib, mazali, arzon va juda ko'p go'shtli taomlar"
5.0,Mazali oshxona.
4.0,Do'stlaringiz va jamoangiz bilan yaxshi va takrorlanmaydigan taomlarni iste'mol qilish uchun yaxshi joy
1.0,"Biz ushbu muassasaga ikkinchi marta keldik, lekin qo'riqchi aytganidek, nufuzli mehmonlar uchun yopiq ziyofat bo'lmoqda. Restoran yopiq, poytaxtning oddiy mehmonlari kira olmaydi"
4.0,Hammasi mazali
4.0,Men Tavsiya qilaman
4.0,Juda chiroyli joy. Qulay. Mazali pishirilgan. Ofitsiantlar chiroyli kiyingan va tez xizmat ko'rsatishadi. Omad.
5.0,Zo'r
2.0,manzil to'g'ri emas
1.0,"(Google tomonidan tarjima qilingan) Ilgari  xodimlar jamoasi mehmonlarga munosabati yomon edi, oshpaz  yonom tayyorlaydi, Lola kabi boshqaruvchi g'iybatdan boshqa narsa blan shug'ullanmaydi .. oshxona ham buzilib ketgan,ayniqsa bifteklar juda yomon pishirilgan ..."
3.0,"Sobiq choyxonaning izi ham qolmagan, ayanchli joy"
4.0,"(Google tomonidan tarjima qilingan) Ko'p yillik joy, sayyohlar uchun yaxshi va yaxshi oshxona bor  ..."
5.0,"(Google tomonidan tarjima qilingan) Toshkentning ramziy restorani. Diqqatli ofitsiantlar, mazali taomlar ..."
5.0,Ajablanarli darajada go'zal
2.0,Xizmat ular xohlagandek emas. Narx va xizmat mos kelmaydi.
1.0,"Narxlar juda yuqori, haddan tashqari qimmat va hatto shahar markazi uchun ham qimmatlik qiladi"
4.0,"Xizmat eng yuqori darajada. Ichkariga kirganingizdan so'ng, qo'llaringizni isitish uchun issiq sochiqlar tqdim qilinadi . Juda muloyim ofitsiant buyurtmangizni qabul qilgandan so'ng, sizning xohishingizga ko'ra maslahat beradi va tavsiya qiladi. Ovqatlar juda mazali. Bezatish chiroyli. Ichki makon sharqning eng yaxshi an'analarida yaratilgan. Lekin baribir bitta minus bor. Xona juda sovuq. Muammoni hal qilish kerak."
5.0,Golubyie Kupola ... Xush kelibsiz 
5.0,Tashkentdagi eng yaxshi hashamatli an'anaviy restoran
5.0,Zo'r xizmat va mehribon xodimlar
5.0,Bu go'zal - tinch va maroqli  edi. Xodimlar ajoyib edi. Restorandagi xizmat ko'rsatish  ajoyib edi.
4.0,"Yaxshi joy. To'g'risini aytganda, yon-atrofda ta'mirlash ishlari ketayotgan edi, lekin, albatta, ularning aybi yo'q, shuning uchun ball 4. Taqqoslash uchun yana qaytib kelaman."
4.0,Murakkab oqshom uchun zamonaviy axlat qutisi.
5.0,Yaxshi kafe. Yaxshi ta'mli non.
4.0,Juda qulay. Ba'zi joylarda  kamchiliklar bor. Ammo (milliy) oshxona eng yaxshisi emas. 
5.0,Yaxshi joy.
5.0,"Ajoyib interyer, juda yaxshi jonli musiqa va raqs ijrosi - chinakam Markaziy Osiyo."
4.0,"Hammasi super, xizmat juda zo'r, xodimlar, muloqot  tashqi va ko'rinish, mazali taom. Umuman olganda, hamma narsa ajoyib, faqat ko'chadagi ovqatlasnish qismini  tamirlsh kerak"
5.0,Shahar markazidagi go'zal joy va uning atrofida go'zal park.
5.0,"Yaxshi restoran, yaxshi xizmat. Lekin, albatta, vegetarianlar uchun emas, garchi men menyuda ovqatlanish uchun vegetrianlar uchun biror taom topa oldim. Umuman olganda, go'zal va qulay joy."
3.0,Juda qimmat !! Sharq oshxonasining bir xil taomlari uchun asossiz ortiqcha baho
5.0,"Ajoyib joy, mukammal xizmat va oshxona!"
5.0,Toshkentdagi eng zo'r o'zbek taomlari restorani! Men chinakam nafis milliy taomlarni tatib ko'rishni va sharqona ertakning hashamatiga sho'ng'ishni istagan har bir kishiga tashrif buyurishni tavsiya qilaman!
3.0,"Ota-onamlar yoshligida tashrif buyurgan ajoyib joy. Bu joyni abadiy deyish mumkin. Biroq, narx yorlig'i osmonga ko'tarildi. Kechqurun bir hamkasbim bilan bir qadah quruq vino ichgani bordik, har bir stakan uchun 95 000 so‘m to'ladik.... Karta orqali to‘lov qabul qilinmaydi, siz bilan pul bo‘lgani yaxshi."
5.0,Juda ayanchli joy! Qimmat!
3.0,"Juda qulay va yoqimli joy, oshxona ajoyib, ajoyib kechki ovqat.  3 yulduz qo'yishning asosiy sababi bizga noto'g'ri chek berishdi !!! Cheklaringizni tekshiring. Menimcha, bunday muassasalar uchun bu to'g'ri emas. "
5.0,Ajoyib
5.0,Yaxshi joy
3.0,"Qanday bo'lmasin, bir kechada asossiz mashhur jamoat joyi unchalik aniq bo'lmagan ""hashamatli joyga"" aylandi. Afsuski ... Ilgari, hatto bu qimmatbaho dantelsiz ham, bu qiziqroq edi."
4.0,Mazali ichimliklar
5.0,Ajoyib kafe
5.0,Do'stlaringiz yoki oilangiz bilan sayr qilish uchun juda qulay joy.
4.0,"Oshxona va xizmat yuqori darajada, ichimliklar qimmat. O'rtacha hamyon uchun emas, lekin baribir tashrif buyurishga arziydi"
5.0,Yoqimli atmosfera va yaxshi taomlarg ega bo'lgan  ajoyib restoran.
5.0,Juda mazali taom.
1.0,Kalyan shunchaki dahshatli. Xizmat  dahshatli. Ofitsiant  do'stimning ustiga ko'mir tashladi.
1.0,Dahshat
5.0,Bu menga juda yoqdi
3.0,Yevropa taomlari. Samsa yoki cheburek yo'q.
4.0,"Shinam restoran. Ichki xonaga va oynali verandaga bo'lingan. Xizmat tez, xushmuomala xodimlar. Salatlarning portsiyalari katta. Arabcha fileto mignon va qo‘zi go‘shti yuqori sifatda tayyorlanadi. Go'sht yumshoq. Pivo, boshqa joylarda bo'lgani kabi, yuqori zichliksiz. Xizmat uchun 20% miqdorida to'lav avtomatik kiritilishidan mamnun emasman! Bizning hisob-kitobimizda  bu xizmat uchun to'lov aeroportga uch marta taksida  borib- keihsga bilan bir xil bo'lib chiqdi!)"
5.0,"Yaxshi joy, salatda tuxum qobig'ini topdim, lekin ko'p emas edi))))"
1.0,Tushlik uchun tashrif buyurdik. 20 daqiqa davomida ofitsiant kelmadi.
5.0,"Agar siz Toshkentda bo'lsangiz. Bu yerga tashrif buyurish shart!!! Bir marta tashrif buyurgan bo'lsangiz, yana va yana qaytib kelishni xohlaysiz. Mazali oshxona, shirinliklar zo'r🔥 ayniqsa pista rulosi. Har safar Toshkentga kelganimda nonushtani shu yerda qilishga harakat qilaman. Menyuda nonushta, tushlik va kechki ovqat uchun menyu borligi juda qiziq."
5.0,"Yaxshi ovqat, yoqimli atmosfera"
5.0,"Ajoyib muassasa, chiroyli interyer. Nonushta 8 dan 12 gacha. Narxlar hamyonbop"
4.0,"Tovoq kattaligidagi biftek ta'mi yaxshi, lekin narxi 10 000 vondan past."
4.0,"Men borgan hamma narsa mazali edi, menimcha, makaron yaxshi emas, biroz yumshoq edi"
5.0,Chiroyli mavzuli restoran. Yaxshi ovqat va xizmat. Yaxshi muhit
1.0,"Farzandim bilan Toshkentni ko'rik uchun keldik, ertalab soat 4 dan boshlab yo'lda edik, ertalabga sendvich yedik va shifokorlarga bordik. Ular faqat soat 17:00 da qo'yib yuborildi va men bolani yaxshi restoranda obormoqchi edim. Rebay biftek va salat buyurtma qildim . Ular bizga xom biftek olib kelishdi. Men ofitsiantga aytdim, menga ofitsiant Biftek shunday bo'lishi kerakligini aytdi. Biftek yeyishning iloji yo'q edi,  biz juda charchagan va och edik, muammoni aniqlash uchun kuch yo'q edi. Men steykni yeya olmadim va ofitsiantga qaytarib berdim, bola uni iloji boricha chaynadi. Men ofitsiantga oqshomimizni buzishganini va biz och qolganimizni tushuntirdim. Ofitsiant bifteklarni oldi, uzr so'radi. Administrator ofitsiantga qanday qilib hamma narsani bildirganimni ko'rdi, garchi bu uning aybi bo'lmasa ham."
5.0,Chiroyli joy. Yaxshi xodimlar va mazali taom
5.0,Yaxshi vino kolleksiyasi
5.0,"Poytaxtning sevimli joylaridan biri. Chiroyli, mazali, a'lo darajadagi xizmat, toza va mehmondo'st. Alohida bonus - bu retro muziqa bo'lib, unda deyarli har qanday ijrochini topishingiz mumkin: Lui Armstrongdan Freddi Merkurigacha! Musiqa doimo yangraydi. Kirishda mehmonlarni restoranning afsonaviy asoschisi - janob Ejen Truffautning haykali kutib oladi."
5.0,Bu restoranda mazali o'zbek taomlari taqdim etiladi.
5.0,"Mazali, tez, arzon!"
5.0,"Toshkentdagi eng yaxshi joy. Yuqori standartlar, tezkor xizmat, mazali taomlar, qahva va shirinliklar."
5.0,"Restoran ajoyib! Ichkarida juda chiroyli va go'zal interyer. Salfetkalar, yostiqlar, sumkalar, hamma narsa markali! Buratto va biftek buyurtma qilidim, mazali 😋. Juda ajoyib, qaytib kelmoqchi bo'lgan joylarimdan biri! Hisob kichik qutida olib kelinadi 😄👍 Men restoran va undagi shirinliklardan xursandman !!! Men sharhlardan kelib chiqib  hammasi zo'r ekanligini to'liq tasdiqlayman 👌"
5.0,Ajoyib ta'mga ega ajoyib taom
5.0,"Chiroyli va qulay. Xizmat yaxshi, narxlar o'rtacha"
4.0,"Zo'r restoran, do'stlarim va menga 90-yillardagi  Amerika otmasfersini his qilish juda yoqdi, taomlari mazali va shirinliklar va pishiriqlar ajoyib, sizga ushbu muassasaga tashrif buyurishni maslahat beraman, afsuslanmaysiz"
5.0,"Oooh bu oshqozon uchun zavq edi va xizmat yuqori darajada edi. Toshkentning hech bir joyida bu yerdagidek xizmat ko‘rsatilmagan. Porsiyalar juda katta va mazali, narxlar o'rtacha. Biz uni albatta qaytib keladigan joy sifatida o'zimiz uchun saqlab qoldik 💕"
4.0,Sovet Ittifoqi uslubida bezatilgan. Oziq-ovqat sifati a'lo darajada
5.0,"Juda yaxshi biftek, lekin ularning qovurg'ali bifteklari suyaklarni o'z ichiga oladi. Bu men uchun g'alati. Narxlar restoran darajasi uchun normal. Xizmat yaxshi va vinolarning keng tanlovi. Tavsiya etilgan."
5.0,Mazali oshxona va yoqimli atmosfera. Joylashuvi qulay. Narxlar o'rtacha.
5.0,Juda ajoyib joy... Toshkentga qaytish uchun sabablardan biri.
1.0,"""Xizmat"" juda yomonlashdi: o'n besh daqiqadan so'ng biz hatto menyuga ega bo'lmaganimizdan keyin ketdik ..! Ilgari Toshkentda juda yaxshi restoran edi, lekin bu xodimlar bilan - boshqa hech qachon unday bo'la olishmaydi!"
5.0,Zamonaviy uslubdagi joy. Yevropa va Osiyo taomlari aralashmasi. Muloyim xodimlar.
,
5.0,Biz issiq taomni olib kelishlarini 40 daqiqa kutdik. Lekin taom bunga arziydi. Hammasi mazali edi. Musiqa esa hamma narsani o'rnini bosdi. Repertuar va vokal ajoyib. 5 plyus.
5.0,Yoqimli tushlik
3.0,"Ovqat yaxshi. Pivoning deyarli tanlovi yo'q, shirinlik menyusi yo'q, ofitsiant bir necha bor so'ralgan narsani olib kelishni unutgan."
1.0,"Yomon xizmat. Buyurtma qilingan 2 ta salatdan 1 tasini olib kelishdi. boshqasi biror bir  joyda 15 daqiqacha turgan. Keyin olib kelishdi, ofitsiant uni unutib qo'yganini aytdi. Va u mening ikkinchi taomimni daftariga yozib qo'ydi, lekin tizimda ko'rsatishni unutib qo'ydi, oxirida men ikkinchi taomimni bir soat kutdim va u pishirmaganligi ma'lum bo'ldi. Keyin ofitsiant uzr so'radi va uzr sifatida jele go'sht taklif qildi, hahahhaha jele go'shti 🤦‍♂️ Qisqasi, agar siz normal ovqatlanib, yaxshi kayfiyatda bo'lishni istasangiz, siz aniq bu yerga kelmang)))"
5.0,"Juda yaxshi va munosib muhit, mahalliy bo'lmagan taomlarni iste'mol qilish uchun Toshkentdagi kafe-restoran"
3.0,"Atrof-muhit yaxshi, ammo oziq-ovqat uncha yaxshi emas."
4.0,"Salat yangi tayyorlanmagan, boshqa kamchiliklari yo'q, garchi mening didimga mos kelmasa ham."
5.0,"Toshkentdagi eng mazali va samimiy restoran. Oshxona, Xizmat, Atmosfera 5 ball."
3.0,"Mazali taomlar, ajoyib interyer, menga bu joy juda yoqadi, oxirgi vaqtlarda  ofitsiantlar (aniqrog'i ofitsiant bilan) bilan bog'liq muammo bor, chunki mijozlar bilan takabburlik bilan muloqot qilishadi."
3.0,"Mazali joy, lekin ovqatingizni kutishdan charchaysiz, kamdan-kam hollarda ofitsiantlar kelishadi Choy 15 daqiqa, asosiy taomlarni aytmasa ham bo'ladi, ovqatlanmoqchi bo'lsangiz, bu yerda kutmaguningizcha ochlikdan o'lasiz."
4.0,Yaxshi va go'zal joy
1.0,"qimmat, 3 ta sho'rva 40 daqiqada tayyorlanadi"
5.0,"Kafe-restoranning shakli g'ayrioddiy. ""Lights of Tashkent"" kafe-restoranining ichki ko'rinishi va uslubi o'zining go'zalligi bilan boshqa poytaxt tasavvurlaridan ajralib turadi. Tashkent Lights nomlari ushbu kafe - restoran mavzusiga mos keladi. Poytaxtning eng yaxshi hasadlaridan biri. Bu yerda, birinchi navbatda, qulay, chiroyli va eng muhimi, mazali."
5.0,"Ajoyib kafe, xizmat, atmosfera va oshxona. Qulay muhit, xona did bilan bezatilgan. Narxlar normal. Tavsiya qilaman"
1.0,"Xizmat dahshatli, garchi bu uchun 20% to'lansa ham. Men uni oilaviy restoranlar ro'yxatidan topgan bo'lsam-da, butun restoran uchun faqat bitta baland stul bor. Narx xizmatga mos kelmaydi"
5.0,Mazali. Qimmat. Zamonaviy
5.0,Mazali va jonli.
5.0,Professional va sifatli taomlar bilan juda original restoran.
4.0,Do'stona xodimlar
4.0,Kamtarona narxda yaxshi ovqat.
5.0,Yoshlikni esladim. 🙂. Musiqa ajoyib. Oshxona ajoyib. Juda qoyil. Men hali qaytaman !!!
3.0,"Ovqat biroz sovuq edi, qo'pol ofitsiantlar 🤷‍♂️🤷‍♂️"
,
5.0,Yevropa ta'mi bilan o'zbek kafesi
4.0,"Yaxshi joy, oila restoran. Narxlar Internetda ko'rsatilganidan (saytni eslay olmayman) yuqoriroq"
5.0,"Samimiy xizmat, atmosferali joy. Ofitsiantdan it haqida hikoya qilishni so'rashni unutmang."
5.0,"Yaxshi joy, sokin musiqa. Baliq sho'rva iste'mol qilidik. Yoqimli. Pishiriqlar bilan alohida katta vitrina mavjud. Ajoyib menyu"
,
4.0,Mazali kofe
4.0,"Yaxshi ovqat, lekin xizmat juda past ..."
3.0,Buyurtmani olish uchun juda ko'p vaqt ketadi. Ovqat  o'rtacha. Pivo - ham o'rtacha.
5.0,"Men besh yulduz qo'ydim. Ular nafaqat yaxshi oshxonasi, balki o'z ishlariga mas'uliyatli munosabati bilan ham hayratda qolidirishdi. Atmosferaga kelsak: agar sizda romantik kechki ovqat qilmoqchi bo'lsangiz, unda siz shu bu yerga keling) Narxlarga kelsak, hamma narsa maqbuldir va siz ko'zni quvontiradigan kiyinish kodi haqida unutmasligingiz kerak. Bu yerda tug'ilgan kunini nishonladik, ajablanib, cheesecake taqdim qilindi. Ushbu muassasada sizga yaxshi kayfiyat kafolatlangan!"
5.0,"""Sovet davri"" uslubidahi  ham nomi, ham interyeri bilan juda qiziqarli joy. Bizda ajoyib va kulgili darajada arzon (xalqaro standartlar bo‘yicha) bifshteks bor edi – u  atigi 7 dollarga (!!!) haqiqiy  ribeye  steykini olasiz. Sharob ro'yxati biroz muammoli - bu Toshkentga xos: u juda qisqa, noma'lum nomlar  ko'p agar siz bilgan/yoqtirgan narsani topsangiz ham, u tugab qolgan bo'lishi mumkin. Lekin bu umumiy ajoyib oziq-ovqat va xizmat ko'rsatish uchun kichik muammolar edi."
5.0,Bu joy juda o'rtacha narxga ega ajoyib taomlarga ega. Xodimlar ham samimiy  va atmosfera juda qulay. Men bu yerga kunning turli vaqtlarida katta va kichik guruhlarda kelganman va har doim yaxshi tajribaga ega bo'lganman.
5.0,"Hammasi yoqdi: atrof-muhit, xizmat ko'rsatish, oshxona, hamyonbop narxlar"
5.0,"Juda mazali, qulay, lekin bu yerga ko'p bora kelganman, juda uzoq xizmat"
4.0,"Qanday tetiklantiruvchi ovqatlanish tajribasi! Bu yangi ochilgan 60-yillar mavzusidagi restoran, albatta, poytaxtda noyobdir. Ovqat juda mazali edi, garchi xizmat ko'rsatishni yaxshilash kerak bo'lsada. Xodimlar o'z menyusi haqida ishonchsiz bo'lib tuyuldi va har doim ham javob bermaydi. Inglizcha menyu mavjud."
3.0,"Ularning ""Ogni Tashkenta"" pivosi shifobaxsh ta'mga ega bo'lib, bir necha soatdan keyin boshim og'rig'iga sabab bo'ldi."
1.0,"Men buni joyni tavsiya qilmayman, oddiy kolbasadan papieroni pizza, menejerning mehmonlarga munosabati yomon, lekin pivo mazali)"
2.0,"Ko'pchilik maslahat berdi. Va menga ichki makon juda yoqdi. Xizmat yaxshi edi. Ammo taom dahshatli edi. Bizga bir necha kun davomida isitilgandek qattiq tovuqni olib kelishdi. Va makaron bolognese oddiy uyda tayyorlangan spagetti kabi. Ertasi kuni makarondan zaharlanish. Harorat va oshqozon kramplari. Fikr buzildi. Siz, albatta, u yerda makaron buyurtma berib  bo'lmaydi."
5.0,Juda yoqimli va atmosfera joy.
5.0,"Qulay, ammo zamonaviy. Yaxshi kofe. Mazali taom. Menyu ko'p qirrali, lekin juda katta emas. Steyklar ajoyib. Juda yaxshi xizmat: faol, xushmuomala.  Bu yerga kelishni yaxshi ko'raman. Hech qachon umidsizlikka tushmagan. Bugun ofitsiant Vladga alohida rahmat."
5.0,"Menga yoqdi. Juda mazali taomlar. Atmosfera zo'r, shunchaki ajoyib tajriba. Men hammaga maslahat beraman! Xotin xursand bo'ldi. Bir necha marta qaytib kelishingizga va'da beraman"
5.0,"Qulay, mazali, muloyim xodimlar"
5.0,"Yaxshi joy va taomlar ham yaxshi, hamyonbop narxlar"
3.0,Ovqat o'rtacha va biroz yumshoq. Xizmat yomon. 1 ofitsiant taxminan 25 kishini qamrab olishga harakat qildi va bu vaqtda uning hamkasblari bekorchilik bilan band edilar. Mening ovqatim sherigimning ovqatidan 20 daqiqa o'tgach chiqdi. Hisobni to'lash uchun ko'p vaqt kerak bo'ldi. Ba'zi xodimlar ingliz tilida gaplashadi.
4.0,80-yillardan beri yaxshi joy
5.0,"Yaxshi dekoratsiya, malakali ofitsiantlar, mazali taomlar, o'rtacha narxlar"
5.0,Tavsiya qilaman
4.0,"SSSR uslubidagi juda atmosferli restoran. Chiroyli, toza, hammasi yangi. Tushlik payti keldik, xizmat ko'rsatish har jihatdan 0%. Qiz buyurtmani qabul qildi, uni juda sekin yozdi, takrorladi. Buyurtmaning yarmi olib kelmadi, men unga yana chaqirisga to'g'ri keldi, u ajablanib so'radi: ""Kimga buyurdingiz?"" Hazil mahalliy bo'lishi mumkin, aniq emas. Tushlik paytida taomlarni tanlash juda cheklangan, portsiyalar kichik, lekin juda mazali. Uch kishilik tushlik uchun (3 ta asosiy taom garnirli +3 salat+shirinlik+choy) 150 ming so‘m bo'ldi."
4.0,"Oziq-ovqat yaxshi va qimmat emas (aslida mahalliy ham emas). Sho'rva, asosiy taom (garnirsiz) va 1L  suv uchun men 55 000 so'm to'laganman."
4.0,"Bizga yoqdi, u yerdan to'q qorin bilan qaytdik, dekor shinam, ""Kapris"" salati unchalik yaxshi emas, baliq mazali, ofitsiantlar samimiy. Alkogolsiz 3 ta to‘liq kechki ovqat 199,1 ming so‘m bo'ldi"
,
3.0,"Yaxshi joy faqat  tajribali ofitsiantlar juda kam. Biz ofitsiantni uzoq kutamiz, u esa boshqa buyurtmalar bilan band edi."
5.0,"Do'stona, mazali!"
5.0,"Shinam atmosfera, ajoyib interyer, yakshanba kungi nonushta))) Eng sevimli joy ..."
5.0,Chiroyli restoran. Hayotimdagi eng yaxshi osh
,
4.0,"Boshida juda zo'r edi) hamma narsa 5yulduz uchun to'g'ri kelardi. Lekin keyin bir muncha vaqt o'tgach, bularning brchasi o'zgardi, ofitsiantlar juda yomon edi. Shuning uchun, hozirgacha 4 yulduz"
